,text,location,entities
47,@JMLnay @DivinDevin13 @didg78 @Olivier_Monteil @MLP_officiel @RNational_off @Natio_MLaFrance @ljacobelli @sebchenu… https://t.co/vTRZAKEoOz,"Ile-de-France, France","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'JMLnay', 'name': 'Jean-Ⓜ️arie Launay ن', 'id': 3627587729, 'id_str': '3627587729', 'indices': [0, 7]}, {'screen_name': 'DivinDevin13', 'name': 'Ohm 1973 #Zemmour2022', 'id': 862332040217284610, 'id_str': '862332040217284610', 'indices': [8, 21]}, {'screen_name': 'didg78', 'name': 'Didier Didot Ⓜ️', 'id': 513304521, 'id_str': '513304521', 'indices': [22, 29]}, {'screen_name': 'Olivier_Monteil', 'name': 'Olivier MONTEIL Ⓜ️', 'id': 727425382169849856, 'id_str': '727425382169849856', 'indices': [30, 46]}, {'screen_name': 'MLP_officiel', 'name': 'Marine Le Pen', 'id': 217749896, 'id_str': '217749896', 'indices': [47, 60]}, {'screen_name': 'RNational_off', 'name': 'Rassemblement National', 'id': 78085410, 'id_str': '78085410', 'indices': [61, 75]}, {'screen_name': 'Natio_MLaFrance', 'name': 'Rassemblement National Ⓜ️', 'id': 1313125745783443456, 'id_str': '1313125745783443456', 'indices': [76, 92]}, {'screen_name': 'ljacobelli', 'name': 'Laurent Jacobelli Ⓜ️', 'id': 2784005936, 'id_str': '2784005936', 'indices': [93, 104]}, {'screen_name': 'sebchenu', 'name': 'Sébastien Chenu Ⓜ️', 'id': 493833484, 'id_str': '493833484', 'indices': [105, 114]}], 'urls': [{'url': 'https://t.co/vTRZAKEoOz', 'expanded_url': 'https://twitter.com/i/web/status/1519010938858442752', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}"
48,"@Annette_LEXA Moi aussi, j'ai voté Macron, et suis un peu déçu que son programme n'aille pas plus loin...
- Pour le… https://t.co/1HWbcOscno",Avranches,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Annette_LEXA', 'name': 'Annette L.', 'id': 1272538482, 'id_str': '1272538482', 'indices': [0, 13]}], 'urls': [{'url': 'https://t.co/1HWbcOscno', 'expanded_url': 'https://twitter.com/i/web/status/1519010931627503616', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
49,"Je me marre, qu'est ce que ça me ferait plaisir que Macron nomme un 1er ministre de gauche... rien que de voir les… https://t.co/pZubWH4gyS","Vosges, Lorraine","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/pZubWH4gyS', 'expanded_url': 'https://twitter.com/i/web/status/1519010929530261512', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}"
50,@sansconcession9 @choukrib3 Il doit faire de la Vodka frelatée avec les céréales ukrainiennes...🥴 Pas bon mélange a… https://t.co/vt00IGvvH5,Außerirdische,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'sansconcession9', 'name': 'Claire Sans Concession', 'id': 1508801051608158225, 'id_str': '1508801051608158225', 'indices': [0, 16]}, {'screen_name': 'choukrib3', 'name': 'tchouk', 'id': 1442798577907126273, 'id_str': '1442798577907126273', 'indices': [17, 27]}], 'urls': [{'url': 'https://t.co/vt00IGvvH5', 'expanded_url': 'https://twitter.com/i/web/status/1519010928611807240', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
51,@maria_andy2 @JeanLuc03150161 En réponse à @maria_andy2 elle a fait barrage elle a fait une soirée dans une boîte l… https://t.co/ZvnugTofcF,TOULOUSE🌹LYON 👉🏽🦁👈🏽,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'maria_andy2', 'name': 'MARIA ANDY', 'id': 387659445, 'id_str': '387659445', 'indices': [0, 12]}, {'screen_name': 'JeanLuc03150161', 'name': 'Jean-Luc', 'id': 808406805038632960, 'id_str': '808406805038632960', 'indices': [13, 29]}, {'screen_name': 'maria_andy2', 'name': 'MARIA ANDY', 'id': 387659445, 'id_str': '387659445', 'indices': [43, 55]}], 'urls': [{'url': 'https://t.co/ZvnugTofcF', 'expanded_url': 'https://twitter.com/i/web/status/1519010926405603341', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
52,"Y.Jadot qui, vraiment, est un des écolos les moins dogmatiques et les plus pragmatiques a bien compris que les ouka… https://t.co/1QBIeSu9Kt",,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/1QBIeSu9Kt', 'expanded_url': 'https://twitter.com/i/web/status/1519010924975300608', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
53,@DenotFranck @EricMar85582227 @marinetondelier Les responsables des groupes dits « sectaires » sont souvent suspect… https://t.co/g1MmKGsWjT,"Ile-de-France, France","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'DenotFranck', 'name': 'Franck denot', 'id': 1307664314371903488, 'id_str': '1307664314371903488', 'indices': [0, 12]}, {'screen_name': 'EricMar85582227', 'name': 'Eric Martin', 'id': 1433135998142193664, 'id_str': '1433135998142193664', 'indices': [13, 29]}, {'screen_name': 'marinetondelier', 'name': 'Marine Tondelier 🇫🇷🇪🇺🌻', 'id': 95293570, 'id_str': '95293570', 'indices': [30, 46]}], 'urls': [{'url': 'https://t.co/g1MmKGsWjT', 'expanded_url': 'https://twitter.com/i/web/status/1519010924535099392', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
54,@bayrou @EmmanuelMacron Macron c’est mon projet n’a d’autres envies que mondialistes. Traître à la France. 🧐,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'bayrou', 'name': 'François Bayrou', 'id': 17211968, 'id_str': '17211968', 'indices': [0, 7]}, {'screen_name': 'EmmanuelMacron', 'name': 'Emmanuel Macron', 'id': 1976143068, 'id_str': '1976143068', 'indices': [8, 23]}], 'urls': []}"
55,@Deputee_Obono Pour la France tout vaut mieux que ce mr melenchon qui a des électeurs capable de voter extrême gauc… https://t.co/HSqCp15LEw,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Deputee_Obono', 'name': 'Députée Obono', 'id': 858041350494793728, 'id_str': '858041350494793728', 'indices': [0, 14]}], 'urls': [{'url': 'https://t.co/HSqCp15LEw', 'expanded_url': 'https://twitter.com/i/web/status/1519010918675406848', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
56,@dynaaa__ Gros il a des propos racistes et homophobes j’en suis sûr il a voté pour zemmour,Guadeloupe,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'dynaaa__', 'name': 'do Brazil 🇧🇷🇧🇷', 'id': 1074988391165509632, 'id_str': '1074988391165509632', 'indices': [0, 9]}], 'urls': []}"
57,@GWGoldnadel Votre collègue Guez Guez a obtenu l'annulation de la fermeture de la mosquée de Pessac. Le quartier la… https://t.co/7P5dQFbHl7,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'GWGoldnadel', 'name': 'G-William Goldnadel', 'id': 3373762791, 'id_str': '3373762791', 'indices': [0, 12]}], 'urls': [{'url': 'https://t.co/7P5dQFbHl7', 'expanded_url': 'https://twitter.com/i/web/status/1519010907086598146', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
58,@Stephane_Ravier C'est certain. Pas plus de dix députés à l'assemblée et ce sera bien payé. Quel irrespect pour les… https://t.co/W9BalI8LFp,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Stephane_Ravier', 'name': 'Stéphane Ravier', 'id': 1920691543, 'id_str': '1920691543', 'indices': [0, 16]}], 'urls': [{'url': 'https://t.co/W9BalI8LFp', 'expanded_url': 'https://twitter.com/i/web/status/1519010904381308928', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
59,"@Robert83498200 @Robert83498200  qui a dit ""Zemmour est entouré de nazis"" et après appelle les adhérents et électeu… https://t.co/yVmn1AuqLQ",,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Robert83498200', 'name': 'Stephane', 'id': 831247344188395520, 'id_str': '831247344188395520', 'indices': [0, 15]}, {'screen_name': 'Robert83498200', 'name': 'Stephane', 'id': 831247344188395520, 'id_str': '831247344188395520', 'indices': [16, 31]}], 'urls': [{'url': 'https://t.co/yVmn1AuqLQ', 'expanded_url': 'https://twitter.com/i/web/status/1519010904355983361', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
60,@AnthoXxx5 @TPMP @Bruno_Attal_ Sans Macron y aurait pas eu les gilets jaunes et j'aimerais bien t'y voir toi à la p… https://t.co/d3j4LOmDul,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'AnthoXxx5', 'name': 'Antho Xxx', 'id': 1501285843448696833, 'id_str': '1501285843448696833', 'indices': [0, 10]}, {'screen_name': 'TPMP', 'name': 'TPMP', 'id': 832766641, 'id_str': '832766641', 'indices': [11, 16]}, {'screen_name': 'Bruno_Attal_', 'name': 'Bruno Attal', 'id': 1433048743687905280, 'id_str': '1433048743687905280', 'indices': [17, 30]}], 'urls': [{'url': 'https://t.co/d3j4LOmDul', 'expanded_url': 'https://twitter.com/i/web/status/1519010901256552448', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
61,"@_alairlibre @sandrousseau @EELV Je met ma main à couper, c'est le melon Jadot qui est derrière son éviction.",France,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': '_alairlibre', 'name': ""À l'air libre - Mediapart 🔴"", 'id': 16996244, 'id_str': '16996244', 'indices': [0, 12]}, {'screen_name': 'sandrousseau', 'name': 'Sandrine Rousseau', 'id': 371381075, 'id_str': '371381075', 'indices': [13, 26]}, {'screen_name': 'EELV', 'name': 'EELV', 'id': 17710206, 'id_str': '17710206', 'indices': [27, 32]}], 'urls': []}"
62,@LoloBullit @yjadot @Fabien_Roussel @faureolivier Le culte de la personnalité 🤮,Champignac,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'LoloBullit', 'name': 'Prioul Lolo 🇫🇷 🇺🇦', 'id': 1073646674030018560, 'id_str': '1073646674030018560', 'indices': [0, 11]}, {'screen_name': 'yjadot', 'name': 'Yannick Jadot', 'id': 117761523, 'id_str': '117761523', 'indices': [12, 19]}, {'screen_name': 'Fabien_Roussel', 'name': 'Fabien Roussel', 'id': 1324449588, 'id_str': '1324449588', 'indices': [20, 35]}, {'screen_name': 'faureolivier', 'name': 'Olivier Faure', 'id': 213754264, 'id_str': '213754264', 'indices': [36, 49]}], 'urls': []}"
63,"@ThFerrier Honnêtement, je ne regrette pas d'avoir préféré MLP à Macron, et donc d'avoir voté pour elle.

Par contr… https://t.co/WmJqNSrmuX",Paris / Beijing,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ThFerrier', 'name': 'Thomas FERRIER', 'id': 1483299649, 'id_str': '1483299649', 'indices': [0, 10]}], 'urls': [{'url': 'https://t.co/WmJqNSrmuX', 'expanded_url': 'https://twitter.com/i/web/status/1519010890103902209', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
64,#LCI ouin ouin @jmaphatie et @DavidPujadas pleurnichent parce que certains osent dire que Macron est très mal élu c… https://t.co/SBsGcM9C55,france,"{'hashtags': [{'text': 'LCI', 'indices': [0, 4]}], 'symbols': [], 'user_mentions': [{'screen_name': 'jmaphatie', 'name': 'jean-michel aphatie', 'id': 369914677, 'id_str': '369914677', 'indices': [15, 25]}, {'screen_name': 'DavidPujadas', 'name': 'David Pujadas', 'id': 873215601539461124, 'id_str': '873215601539461124', 'indices': [29, 42]}], 'urls': [{'url': 'https://t.co/SBsGcM9C55', 'expanded_url': 'https://twitter.com/i/web/status/1519010889701203970', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
65,"A toute la droite qui, bien que majoritaire dans ce pays, a vu grâce aux magouilles et compromissions diverses la v… https://t.co/OGKjYdzzKW",,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/OGKjYdzzKW', 'expanded_url': 'https://twitter.com/i/web/status/1519010885599170563', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
66,"@Lesportifquoti1 @CamGv75 Si vous saviez comme ce fut difficile de subir les attaques des rousselistes, mais nous n… https://t.co/0lSo8TCEdp",,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Lesportifquoti1', 'name': 'Raphaël Nunes', 'id': 1163472398512996353, 'id_str': '1163472398512996353', 'indices': [0, 16]}, {'screen_name': 'CamGv75', 'name': 'Camille', 'id': 1488212720705052673, 'id_str': '1488212720705052673', 'indices': [17, 25]}], 'urls': [{'url': 'https://t.co/0lSo8TCEdp', 'expanded_url': 'https://twitter.com/i/web/status/1519010883996901377', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
67,@CNEWS Cnews la propagande Macron comme BFM quel déception.,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'CNEWS', 'name': 'CNEWS', 'id': 18396319, 'id_str': '18396319', 'indices': [0, 6]}], 'urls': []}"
68,Le cabinet de Brigitte Macron déclenche l’inspection d’un professeur de français via  Mediapart https://t.co/QWM9dTtiw3,Bordeaux,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/QWM9dTtiw3', 'expanded_url': 'https://www.mediapart.fr/journal/france/260422/le-cabinet-de-brigitte-macron-declenche-l-inspection-d-un-professeur-de-francais?at_medium=custom3&at_campaign=67', 'display_url': 'mediapart.fr/journal/france…', 'indices': [96, 119]}]}"
69,"@Franck_tayelore @kevinbossuet ...et comme réverbère quotidien, je m'offrirais mlp ou e.macron ou sa femme ou m.val… https://t.co/6bKsokqw7O",Ici pour le moment,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Franck_tayelore', 'name': 'Tayelφre Sagace', 'id': 198182012, 'id_str': '198182012', 'indices': [0, 16]}, {'screen_name': 'kevinbossuet', 'name': 'Kevin Bossuet', 'id': 308323017, 'id_str': '308323017', 'indices': [17, 30]}], 'urls': [{'url': 'https://t.co/6bKsokqw7O', 'expanded_url': 'https://twitter.com/i/web/status/1519010870105411586', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
70,@MarxFanAccount Bien on sait celui qui ne sert à rien dans l'histoire c'est #Jadot a dégager pour faire avancer la machine ecolo,,"{'hashtags': [{'text': 'Jadot', 'indices': [76, 82]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MarxFanAccount', 'name': 'Vilain Syndicaliste', 'id': 3165914081, 'id_str': '3165914081', 'indices': [0, 15]}], 'urls': []}"
71,"Stanislas Rigault sur  #bfmtv  c'est à mourir de rire. Ça rame à mort, tout comme la déclaration de Marion maréchal… https://t.co/t3ftKfw2cz",Ouilmeplait,"{'hashtags': [{'text': 'bfmtv', 'indices': [23, 29]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/t3ftKfw2cz', 'expanded_url': 'https://twitter.com/i/web/status/1519010853865107458', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
72,On se moque d'Anne Hidalgo parce que son propre fils @ArthurG_H n'a pas voté pour elle. Je pense au contraire que c… https://t.co/yhPLj14yfE,Nièvre et Ile de France,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ArthurG_H', 'name': 'Arthur Germain', 'id': 1012399862774714369, 'id_str': '1012399862774714369', 'indices': [53, 63]}], 'urls': [{'url': 'https://t.co/yhPLj14yfE', 'expanded_url': 'https://twitter.com/i/web/status/1519010851876974594', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
73,"« Le camp national représente 15 millions de Français, Macron n’a pas dit un mot sur les 1 800 agressions par jour,… https://t.co/p8lnOkE2nH","L'Ile-Bouchard, France","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/p8lnOkE2nH', 'expanded_url': 'https://twitter.com/i/web/status/1519010850413154304', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
74,"""Il a d'abord commencé par la gauche puis, une fois président, Emmanuel Macron s'en est pris à la droite : pillage… https://t.co/ZaReJ5jJAf",,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/ZaReJ5jJAf', 'expanded_url': 'https://twitter.com/i/web/status/1519010850065031174', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}"
75,"@elkira10 @Resurrection642 «Les habitants des grandes villes votent très faiblement Lepen »
Pq tu me parles de Méle… https://t.co/3ZmHvHP0m6","Lyon, France","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'elkira10', 'name': 'el_kira', 'id': 1291453868983889920, 'id_str': '1291453868983889920', 'indices': [0, 9]}, {'screen_name': 'Resurrection642', 'name': 'Résurrection', 'id': 1488103414588391424, 'id_str': '1488103414588391424', 'indices': [10, 26]}], 'urls': [{'url': 'https://t.co/3ZmHvHP0m6', 'expanded_url': 'https://twitter.com/i/web/status/1519010848735440896', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
76,"Même le fils d'Anne Hidalgo ne croyait pas en ses chances... Mais curieusement, elle se voyait au second tour...… https://t.co/GK5Eyasval",Cape Town,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/GK5Eyasval', 'expanded_url': 'https://twitter.com/i/web/status/1519010839751270402', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [114, 137]}]}"
77,"feraient mieux de venir faire ma clôture de façade en criant ""macron dégage"" https://t.co/JiaBKsRouW","Ploufragan , BRETAGNE ","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/JiaBKsRouW', 'expanded_url': 'https://twitter.com/JustinePrados/status/1518832882785075200', 'display_url': 'twitter.com/JustinePrados/…', 'indices': [77, 100]}]}"
78,@24hPujadas @CarolineFourest Pas de problème que macron n'ait pas de programme avant les élections ?,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': '24hPujadas', 'name': '24h Pujadas', 'id': 765957157175058432, 'id_str': '765957157175058432', 'indices': [0, 11]}, {'screen_name': 'CarolineFourest', 'name': 'Caroline Fourest', 'id': 49292117, 'id_str': '49292117', 'indices': [12, 28]}], 'urls': []}"
79,"« Le camp national représente 15 millions de Français, Macron n’a pas dit un mot sur les 1 800 agressions par jour,… https://t.co/kNY5V28hTz","Chambéry, France","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/kNY5V28hTz', 'expanded_url': 'https://twitter.com/i/web/status/1519010834441252864', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
80,@Cleopatre21s @chirpichirp Elle a parfaitement compris  tkt..cessez votre naïveté https://t.co/AUCSbaoXRr,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Cleopatre21s', 'name': 'Cléopatre✌', 'id': 831858482764709889, 'id_str': '831858482764709889', 'indices': [0, 13]}, {'screen_name': 'chirpichirp', 'name': 'chirpichirp', 'id': 572371867, 'id_str': '572371867', 'indices': [14, 26]}], 'urls': [{'url': 'https://t.co/AUCSbaoXRr', 'expanded_url': 'https://www.bvoltaire.fr/francois-sureau-macroniste-de-la-premiere-heure-livre-un-bilan-sans-concession-de-la-presidence-macron/', 'display_url': 'bvoltaire.fr/francois-surea…', 'indices': [82, 105]}]}"
81,"@le_Parisien Leur dernière demeure, Mélenchon va les aspirer jusqu'à la dernière goutte de sang. Un peu de dignité, Faure !",,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'le_Parisien', 'name': 'Le Parisien', 'id': 38142665, 'id_str': '38142665', 'indices': [0, 12]}], 'urls': []}"
82,"Jadot faut detruire sa carrière,  va te faire foutre","London, England","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}"
83,« Il faut discuter pour que le camp national ait une force puissante aux législatives. Sinon on aura un quinquennat… https://t.co/Tu5mfx7mvN,"L'Ile-Bouchard, France","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/Tu5mfx7mvN', 'expanded_url': 'https://twitter.com/i/web/status/1519010830112669696', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
84,"Jean-Michel #Blanquer, Ministre de l’éducation nationale depuis qu’il a apprit qu’il occupait un poste fictif, en r… https://t.co/upQIjaM6mS",,"{'hashtags': [{'text': 'Blanquer', 'indices': [12, 21]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/upQIjaM6mS', 'expanded_url': 'https://twitter.com/i/web/status/1519010829747773441', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
